duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,logged_in,root_shell,su_attempted,num_shells,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,difficulty_level,attack_flag
5665,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,183,0.72,0.02,0.0,0.0,0.42,0.41,0.01,0.01,18,1
5666,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,114,11,0.0,0.0,0.0,0.0,0.1,0.88,0.0,255,11,0.04,0.88,1.0,0.0,0.0,0.0,0.0,0.0,4,0
5667,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,491,1,0.04,0.0,0.96,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.07,0.0,0.93,1.0,19,1
5668,0,tcp,http,SF,193,1643,0,0,0,1,0,0,0,0,0,0,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.36,73,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,21,0
5669,0,tcp,http,SF,54540,8314,0,0,0,1,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,16,1
5670,0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,236,2,0.0,0.0,1.0,1.0,0.01,0.07,0.0,255,2,0.01,0.08,0.0,0.0,0.0,0.0,1.0,1.0,19,1
5671,0,tcp,http,SF,319,15171,0,0,0,1,0,0,0,0,0,0,10,22,0.0,0.0,0.0,0.0,1.0,0.0,0.09,94,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,21,0
5672,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,15,0.06,0.02,0.0,0.0,0.0,0.0,0.22,1.0,15,1
5673,0,tcp,http,SF,255,1738,0,0,0,1,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5674,0,tcp,http,SF,206,1472,0,0,0,1,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,216,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,21,0
5675,0,tcp,http,SF,314,1076,0,0,0,1,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,255,1.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,21,0
5676,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,109,1,0.0,0.0,0.0,0.0,0.01,0.58,0.0,255,1,0.0,0.76,1.0,0.0,0.0,0.0,0.0,0.0,16,1
5677,0,udp,private,SF,55,56,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,17,0
5678,0,tcp,http,SF,336,795,0,0,0,1,0,0,0,0,0,0,14,17,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5679,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.8,1.0,0.2,0.8,0.0,234,49,0.19,0.02,0.0,0.04,0.0,0.0,0.87,1.0,14,1
5680,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,179,15,1.0,1.0,0.0,0.0,0.08,0.09,0.0,255,15,0.06,0.1,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5681,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,205,5,0.0,0.0,1.0,1.0,0.02,0.08,0.0,255,5,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5682,0,tcp,http,SF,206,1024,0,0,0,1,0,0,0,0,0,0,12,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,241,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,21,0
5683,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,74,154,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,20,0
5684,0,udp,domain_u,SF,43,80,0,0,0,0,0,0,0,0,0,0,27,31,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5685,0,tcp,http,SF,210,7549,0,0,0,1,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,106,1.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,21,0
5686,0,tcp,http,SF,338,4482,0,0,0,1,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5687,1,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,2,5,0.0,0.0,1.0,0.8,0.5,1.0,1.0,59,59,0.25,0.08,0.02,0.03,0.0,0.0,0.88,1.0,12,1
5688,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,132,5,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,5,0.02,0.05,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5689,0,udp,ntp_u,SF,48,48,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77,6,0.08,0.03,0.08,0.0,0.0,0.0,0.0,0.0,21,0
5690,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,20,0.08,0.03,0.0,0.0,0.0,0.0,0.41,1.0,13,1
5691,0,tcp,http,SF,231,677,0,0,0,1,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,21,0
5692,0,tcp,http,SF,202,314,0,0,0,1,0,0,0,0,0,0,38,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5693,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,116,14,0.0,0.0,1.0,1.0,0.12,0.08,0.0,255,14,0.05,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5694,0,udp,private,SF,46,46,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,13,1
5695,0,tcp,http,SF,202,4768,0,0,0,1,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5696,5,tcp,pop_3,SF,26,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122,107,0.87,0.02,0.01,0.02,0.0,0.0,0.08,0.0,7,1
5697,0,tcp,http,SF,306,1738,0,0,0,1,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5698,1,tcp,pop_3,RSTO,0,36,0,0,0,1,0,0,0,0,0,0,3,8,0.0,0.0,1.0,0.88,0.33,1.0,1.0,155,59,0.24,0.03,0.01,0.03,0.0,0.0,0.9,1.0,13,1
5699,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,218,9,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,9,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5700,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,183,2,0.0,0.0,1.0,1.0,0.01,0.08,0.0,255,2,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5701,282,tcp,ftp,SF,158,597,0,0,0,1,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196,64,0.33,0.04,0.01,0.0,0.0,0.0,0.0,0.0,12,1
5702,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,116,8,0.0,0.0,1.0,1.0,0.07,0.06,0.0,255,8,0.03,0.05,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5703,0,udp,domain_u,SF,86,42,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,227,0.89,0.01,0.12,0.0,0.0,0.0,0.0,0.0,21,0
5704,283,tcp,ftp,SF,159,597,0,0,0,1,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,47,0.18,0.03,0.0,0.0,0.19,0.0,0.02,0.0,11,1
5705,0,tcp,http,SF,242,305,0,0,0,1,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,21,0
5706,0,tcp,http,SF,306,4283,0,0,0,1,0,0,0,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5707,4,tcp,pop_3,SF,26,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,238,0.93,0.01,0.0,0.0,0.0,0.0,0.04,0.0,16,1
5708,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,123,10,0.0,0.0,1.0,1.0,0.08,0.08,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5709,0,tcp,ftp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,226,3,0.0,0.0,1.0,1.0,0.01,0.07,0.0,255,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,20,1
5710,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,1.0,1.0,0.0,0.0,0.2,0.07,0.0,255,60,0.24,0.02,0.0,0.0,0.98,1.0,0.0,0.0,19,1
5711,0,tcp,http,SF,204,8422,0,0,0,1,0,0,0,0,0,0,23,28,0.0,0.0,0.0,0.0,1.0,0.0,0.07,236,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,21,0
5712,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,17,6,0.0,0.0,0.0,0.0,0.35,0.24,0.0,255,6,0.02,0.8,0.21,0.0,0.04,0.0,0.72,0.0,3,0
5713,0,tcp,http,SF,294,1570,0,0,0,1,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5714,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,226,2,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5715,0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,227,10,1.0,1.0,0.0,0.0,0.04,0.07,0.0,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,20,1
5716,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,250,12,0.0,0.0,1.0,1.0,0.05,0.06,0.0,255,12,0.05,0.08,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5717,0,udp,private,SF,53,53,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,17,0
5718,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,50,0.2,0.02,0.0,0.0,0.0,0.0,0.38,1.0,11,1
5719,0,tcp,echo,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,232,19,0.0,0.0,1.0,1.0,0.08,0.06,0.0,255,19,0.07,0.07,0.0,0.0,0.0,0.0,1.0,1.0,19,1
5720,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,109,5,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,5,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5721,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,245,0.96,0.01,0.0,0.0,0.12,0.12,0.56,0.59,12,1
5722,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,487,1,0.04,0.0,0.96,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.04,0.0,0.96,1.0,20,1
5723,0,tcp,ftp_data,SF,687,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1,0.17,0.5,0.17,0.0,0.0,0.0,0.0,0.0,20,0
5724,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0.31,0.31,0.69,0.69,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.05,0.05,0.69,0.69,15,1
5725,7338,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,228,0.89,0.02,0.0,0.0,0.27,0.3,0.01,0.0,14,1
5726,4,tcp,pop_3,SF,31,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.0,0.06,0.0,16,1
5727,0,tcp,http,SF,250,6380,0,0,0,1,0,0,0,0,0,0,13,24,0.0,0.0,0.0,0.0,1.0,0.0,0.08,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5728,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,23,1.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,15,1
5729,4,tcp,pop_3,SF,32,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,238,0.93,0.02,0.0,0.0,0.0,0.0,0.03,0.0,17,1
5730,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,111,17,0.0,0.0,1.0,1.0,0.15,0.08,0.0,255,17,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5731,0,tcp,http,SF,332,471,0,0,0,1,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5732,0,udp,domain_u,SF,40,40,0,0,0,0,0,0,0,0,0,0,189,189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,18,0
5733,1,tcp,smtp,SF,2599,293,0,0,0,1,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,245,0.96,0.04,0.0,0.0,0.0,0.0,0.03,0.0,18,1
5734,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,158,16,1.0,1.0,0.0,0.0,0.1,0.08,0.0,255,16,0.06,0.09,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5735,0,tcp,http,SF,321,2120,0,0,0,1,0,0,0,0,0,0,26,27,0.0,0.0,0.0,0.0,1.0,0.0,0.07,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5736,4,tcp,pop_3,SF,32,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.01,0.0,0.0,0.0,0.0,0.04,0.0,17,1
5737,0,tcp,smtp,SF,1397,385,0,0,0,1,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,21,0.08,0.8,0.0,0.0,0.0,0.0,0.78,0.0,18,0
5738,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,137,9,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5739,0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,118,0.46,0.02,0.0,0.0,0.53,0.37,0.01,0.01,18,1
5740,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,112,8,0.0,0.0,1.0,1.0,0.07,0.07,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5741,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,14,0
5742,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,268,8,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5743,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,154,86,0.34,0.02,0.01,0.02,1.0,1.0,0.0,0.0,18,1
5744,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,274,18,0.0,0.0,1.0,1.0,0.07,0.06,0.0,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5745,7326,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,229,0.9,0.02,0.0,0.0,0.27,0.3,0.01,0.0,14,1
5746,0,tcp,http,SF,231,1262,0,0,0,1,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5747,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,116,10,0.0,0.0,1.0,1.0,0.09,0.06,0.0,255,10,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5748,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,146,16,0.0,0.0,1.0,1.0,0.11,0.05,0.0,255,16,0.06,0.05,0.0,0.0,0.0,0.0,1.0,1.0,20,1
5749,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.0,0.14,1.0,0.79,1.0,0.0,0.93,54,95,0.33,0.09,0.02,0.02,0.0,0.06,0.89,0.61,13,1
5750,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,37,1,0.0,0.0,0.0,0.0,0.03,0.97,0.0,255,1,0.0,0.58,0.99,0.0,0.0,0.0,0.01,0.0,17,1
5751,0,tcp,vmnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,111,12,0.0,0.0,1.0,1.0,0.11,0.06,0.0,255,12,0.05,0.06,0.0,0.0,0.0,0.0,1.0,1.0,18,1
5752,1,tcp,telnet,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.08,0.0,0.08,1.0,0.0,0.67,180,18,0.01,0.02,0.01,0.11,0.0,0.0,0.0,0.61,9,1
5753,1,tcp,pop_3,RSTO,0,36,0,0,0,1,0,0,0,0,0,0,3,3,0.0,0.0,1.0,1.0,0.33,1.0,1.0,220,59,0.23,0.02,0.0,0.03,0.01,0.02,0.87,0.97,13,1
5754,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,103,106,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0
5755,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,1.0,1.0,0.0,0.0,1.0,0.0,0.0,91,79,0.87,0.02,0.01,0.0,0.87,1.0,0.0,0.0,18,1
5756,0,tcp,ftp_data,SF,61,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,165,70,0.18,0.02,0.18,0.03,0.0,0.0,0.0,0.0,21,0
5757,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,226,1,0.0,0.69,0.69,0.0,0.0,0.0,0.7,1.0,15,1
5758,4,tcp,pop_3,SF,28,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235,216,0.92,0.01,0.0,0.0,0.0,0.0,0.04,0.0,10,1
5759,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,223,10,0.0,0.0,1.0,1.0,0.04,0.08,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5760,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,230,7,1.0,1.0,0.0,0.0,0.03,0.07,0.0,255,7,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5761,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,222,13,0.0,0.0,1.0,1.0,0.06,0.07,0.0,255,13,0.05,0.07,0.0,0.0,0.0,0.0,1.0,1.0,21,1
5762,4,tcp,pop_3,SF,28,93,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,212,0.83,0.02,0.0,0.0,0.0,0.0,0.04,0.0,18,1
5763,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.28,0.28,0.7,0.7,16,1
5764,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,33,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,15,1
5765,0,tcp,http,SF,283,455,0,0,0,1,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,0.0,21,0
5766,0,tcp,http,SF,223,9004,0,0,0,1,0,0,0,0,0,0,4,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,50,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,21,0
5767,284,tcp,ftp,SF,162,597,0,0,0,1,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,90,0.35,0.03,0.0,0.0,0.02,0.0,0.01,0.0,13,1
5768,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,220,9,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5769,0,tcp,http,SF,330,733,0,0,0,1,0,0,0,0,0,0,11,23,0.0,0.0,0.0,0.0,1.0,0.0,0.09,26,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,21,0
5770,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,124,16,1.0,1.0,0.0,0.0,0.13,0.06,0.0,255,16,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0.0,21,1
5771,282,tcp,ftp,SF,162,599,0,0,0,1,0,0,0,0,0,1,3,1,0.0,0.0,0.0,0.0,0.33,0.67,0.0,255,1,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,11,1
5772,0,tcp,smtp,SF,4943,329,0,0,0,1,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44,26,0.57,0.07,0.02,0.08,0.0,0.0,0.0,0.0,21,0
5773,7579,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,163,0.64,0.34,0.0,0.0,0.49,0.77,0.33,0.01,18,1
5774,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0.0,0.1,1.0,0.9,0.5,1.0,1.0,255,72,0.28,0.02,0.0,0.0,0.02,0.0,0.73,0.69,15,1
5775,0,tcp,http,SF,215,3003,0,0,0,1,0,0,0,0,0,0,14,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5776,0,tcp,http,SF,228,415,0,0,0,1,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.6,42,44,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,21,0
5777,0,tcp,http,SF,218,276,0,0,0,1,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,21,0
5778,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,120,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,15,1
5779,0,tcp,http,SF,283,3574,0,0,0,1,0,0,0,0,0,0,35,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,21,0
5780,0,tcp,ftp_data,SF,192,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111,55,0.2,0.22,0.38,0.05,0.01,0.02,0.01,0.0,20,0
5781,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.17,0.0,0.83,1.0,0.0,1.0,0.0,255,1,0.0,0.9,0.0,0.0,0.14,0.0,0.86,1.0,17,1
5782,0,tcp,http,SF,54540,8314,0,0,0,1,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.06,0.06,15,1
5783,2077,tcp,http,RSTR,74024,0,0,0,0,1,0,0,0,0,0,0,8,8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,232,0.91,0.02,0.0,0.0,0.0,0.0,0.1,0.11,15,1
5784,0,tcp,smtp,SF,1626,329,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,170,0.61,0.04,0.01,0.01,0.0,0.0,0.01,0.04,21,0
5785,0,tcp,http,SF,310,1512,0,0,0,1,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
5786,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0.39,0.39,0.61,0.61,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.07,0.07,0.69,0.69,20,1
